"";"Omrade";"Kön";"Ålder";"Sysselsättning";"Utbildningsnivå";"År";"Alt.1a";"Alt.1b";"Alt.1c";"Alt.1d";"Alt.1e";"Alt.2a";"Alt.2b";"Alt.2c";"Alt.2d";"Alt.2e";"Alt.3a";"Alt.3b";"Alt.3c";"Alt.3d";"Alt.3e";"Alt.4a";"Alt.4b";"Alt.4c";"Alt.4d";"Alt.4e";"Alt.5a";"Alt.5b";"Alt.5c";"Alt.5d";"Alt.5e";"Alt.6a";"Alt.6b";"Alt.6c";"Alt.6d";"Alt.6e";"Alt.7a";"Alt.7b";"Alt.7c";"Alt.7d";"Alt.7e";"Alt.8a";"Alt.8b";"Alt.8c";"Alt.8d";"Alt.8e";"Alt.9a";"Alt.9b";"Alt.9c";"Alt.9d";"Alt.9e";"Alt.10a";"Alt.10b";"Alt.10c";"Alt.10d";"Alt.10e";"Parker...grönområden";"Mångfald.i.bostadsutbudet";"Levandegöra.gemensamma.platser";"Kommunikationer";"Kultur...fritid";"Utbildning";"Omsorg";"Skolan";"Trygghet";"Ekologisk.hållbarhet";"Motsättning.1";"Motsättning.2";"Motsättning.3"
"70";"Runby Backar/Lövsta";"Man";"35-44";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";14;3;0;14;0;0;0;10;7;5;6;14;3;1;12;9;0;0;11;10;0;11;1;13;0;11;2;4;14;12;11;2;12;9;8;9;10;8;14;14;11;14;1;0;14;12;9;0;0;11;0;0;0;0;0;0;0;0;0;0;9;9;9
"71";"Prästgårdsmarken";"Kvinna";"45-54";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";10;9;9;11;9;10;10;10;9;8;10;11;10;10;10;10;11;10;10;9;11;11;10;10;10;12;10;11;11;11;10;10;10;11;2;3;11;11;3;11;11;11;3;9;10;10;10;10;10;10;2;1;1;1;3;3;3;3;3;3;10;8;7
"72";"Sigma/Apoteksskogen";"Man";"45-54";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";2;14;14;14;14;14;14;7;0;14;14;10;7;7;14;14;14;3;14;14;14;14;14;3;3;0;14;14;14;14;8;14;8;14;13;14;14;14;3;10;14;7;6;4;14;14;6;9;11;12;1;9;2;11;3;14;12;14;14;7;2;2;4
"73";"Odenslunda";"Kvinna";"15-24";"Student";"Högskola/universitet";"10 år eller mer";7;6;9;8;5;3;10;6;5;8;8;8;6;8;8;8;8;6;5;10;9;5;9;3;8;5;10;9;10;10;8;6;8;9;11;14;9;10;15;6;9;8;14;6;6;8;6;8;11;5;5;6;6;12;8;10;8;8;11;6;3;2;2
"74";"Hasselgatan";"Kvinna";"55-64";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";13;12;5;10;6;9;11;7;6;3;11;11;11;11;11;9;6;12;8;7;4;4;4;4;3;5;7;6;11;11;7;7;11;7;12;14;8;8;14;2;7;7;13;12;6;12;10;11;9;12;0;0;0;0;0;0;0;0;0;0;4;8;2
"75";"Södra Bollstanäs";"Kvinna";"45-54";"Tjänstledig eller föräldraledig";"Annan eftergymnasial utbildning";"10 år eller mer";7;4;11;11;11;10;4;9;3;11;4;5;4;11;11;9;11;5;9;11;10;8;11;10;10;10;5;11;11;9;9;11;9;11;3;4;11;11;4;7;11;11;2;6;6;9;9;9;11;11;8;11;8;9;9;12;12;12;13;9;6;6;6
"76";"Runby";"Kvinna";"65+";"Pensionär";"Annan eftergymnasial utbildning";"10 år eller mer";10;7;4;11;11;11;10;10;9;3;3;10;3;10;3;10;8;3;10;6;9;8;4;9;11;11;9;11;9;10;9;9;11;9;3;4;9;9;14;10;10;8;15;4;6;8;8;6;7;7;2;1;1;2;1;2;3;3;2;1;9;10;9
"77";"Hasselbacken";"Man";"55-64";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";6;6;9;6;6;6;9;6;4;10;5;9;6;4;9;8;8;5;8;9;8;8;8;8;6;8;8;8;9;9;8;8;9;8;13;14;8;6;15;8;8;8;14;6;8;8;8;6;8;8;2;3;2;6;4;7;9;8;5;3;2;2;8
"78";"Kavallerigatan/Vilundaparken";"Man";"15-24";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";6;8;14;11;9;14;14;9;3;2;4;10;6;6;10;14;10;6;14;14;14;11;14;6;14;6;14;14;14;14;14;14;14;14;6;7;14;14;7;14;14;6;14;0;14;14;5;11;10;9;1;14;1;7;9;14;14;14;8;11;9;2;5
"79";"Södra Bollstanäs";"Man";"35-44";"Förvärvsarbetande (anställd)";"Annan eftergymnasial utbildning";"10 år eller mer";14;8;0;8;14;14;14;0;0;0;8;8;5;5;12;9;10;10;11;11;10;9;13;4;13;0;14;13;14;13;10;9;11;13;6;6;12;13;7;14;12;14;6;12;14;8;14;12;14;14;7;12;3;7;11;13;9;14;12;14;4;4;11
"80";"Prästgårdsmarken";"Annat/inget kön";"45-54";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";14;10;7;10;11;8;11;5;8;6;5;8;6;9;10;10;9;6;8;9;11;14;10;11;10;13;5;13;14;14;8;11;8;14;2;4;14;9;14;10;14;14;3;11;9;14;11;14;14;14;8;4;9;10;8;11;10;11;11;14;4;5;6
"81";"Brunnby-Vik";"Kvinna";"65+";"Pensionär";"Högskola/universitet";"10 år eller mer";11;7;11;7;7;12;12;7;7;7;11;7;8;6;8;10;10;7;10;7;7;7;7;7;7;9;8;8;10;10;8;11;11;11;3;4;12;11;12;10;10;8;14;11;6;10;9;11;11;9;1;1;2;9;4;12;13;13;5;8;10;8;8
"82";"Odenslunda";"Man";"65+";"Pensionär";"Grundskola eller motsvarande obligatorisk skola";"10 år eller mer";12;3;3;4;12;12;4;11;11;3;5;5;10;11;11;4;4;4;11;11;4;4;11;11;11;11;11;11;11;11;11;11;11;4;9;5;12;8;13;7;11;11;3;3;3;11;12;11;11;11;2;0;0;0;0;0;0;0;0;0;9;8;8
"83";"Runby";"Man";"15-24";"Övrigt";"Grundskola eller motsvarande obligatorisk skola";"10 år eller mer";14;14;14;14;14;14;14;14;14;7;14;14;14;14;14;9;9;9;9;9;14;14;14;14;14;14;14;14;14;14;14;14;14;14;6;7;14;14;7;14;14;14;6;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;8;8;8
"84";"Prästgårdsmarken";"Man";"25-34";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";8;8;6;8;5;9;7;8;4;8;7;7;8;7;14;8;7;10;10;10;11;14;5;0;0;9;8;6;12;12;8;7;12;7;14;15;10;8;13;7;8;11;3;1;10;8;8;6;1;8;3;9;3;4;11;8;8;8;7;2;7;7;8
"85";"Runby Backar/Lövsta";"Man";"15-24";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";14;0;7;14;7;14;14;7;2;14;6;0;0;14;14;14;14;14;14;7;14;7;14;7;14;14;0;14;14;14;14;14;14;14;6;7;14;7;13;7;14;14;6;0;7;7;7;14;14;14;8;14;12;14;14;14;10;14;14;6;5;8;8
"86";"Njursta";"Man";"55-64";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"5-9 år";2;4;3;10;11;11;8;8;9;5;5;5;5;9;12;9;10;8;11;10;12;8;10;8;13;1;10;9;11;14;10;10;12;13;6;3;11;12;6;12;10;13;4;3;9;8;9;10;13;14;11;8;11;7;9;13;9;12;9;9;6;10;5
"87";"Vilunda/Korpkulla";"Kvinna";"65+";"Pensionär";"Högskola/universitet";"10 år eller mer";14;8;14;14;8;14;14;7;14;7;3;3;11;11;11;14;14;7;14;7;7;7;7;7;14;14;7;14;14;14;7;14;14;14;6;7;14;14;13;7;14;14;4;7;7;14;14;14;14;14;4;8;3;9;7;13;14;14;7;14;8;8;2
"88";"Brunnby-Vik";"Kvinna";"15-24";"Student";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";9;8;6;8;7;11;11;7;7;7;9;6;4;8;8;8;9;10;7;7;7;12;7;7;7;11;8;8;14;12;12;8;14;7;5;7;14;13;15;8;14;10;14;8;7;8;8;9;9;14;2;4;1;8;1;10;10;10;14;11;10;8;8
"89";"Prästgårdsmarken";"Man";"55-64";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";14;14;3;14;9;11;11;0;3;0;0;0;5;14;14;7;14;14;10;14;9;9;9;9;9;10;10;12;12;12;8;9;10;9;14;14;9;10;15;6;8;8;13;7;7;14;14;14;14;14;12;1;1;13;13;13;12;13;12;14;4;4;3
"90";"Fresta glesbygd";"Kvinna";"65+";"Pensionär";"Högskola/universitet";"10 år eller mer";4;7;7;7;7;7;7;7;7;7;4;7;7;7;7;4;7;7;7;7;7;7;7;7;7;2;7;7;7;7;3;7;7;7;12;9;7;7;13;7;7;7;13;7;7;7;7;7;7;7;1;0;0;0;0;0;0;0;0;0;8;8;8
"91";"Ekebo";"Kvinna";"25-34";"Förvärvsarbetande (anställd)";"Annan eftergymnasial utbildning";"0-4 år";12;7;3;10;8;13;12;4;9;2;11;10;9;8;4;11;8;13;14;9;10;4;6;2;8;14;3;8;10;6;13;6;14;4;14;7;12;11;9;8;14;14;6;8;6;5;14;8;13;9;8;10;3;14;2;4;5;1;13;11;4;6;5
"92";"Carlslund/Brunnby Park";"Man";"25-34";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"5-9 år";14;14;14;14;14;14;14;14;7;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;9;14;9;14;6;7;14;14;7;10;14;14;6;0;14;7;11;11;14;13;14;14;14;14;14;14;14;14;14;14;8;8;8
"93";"Sjukyrkoberget";"Kvinna";"65+";"Pensionär";"Högskola/universitet";"10 år eller mer";14;4;4;10;7;10;8;8;8;5;3;4;6;6;12;7;7;7;7;7;7;7;7;7;7;11;8;11;11;11;9;9;7;9;6;7;12;12;14;8;9;8;2;8;5;11;11;11;11;11;1;1;1;3;1;9;7;9;1;5;4;8;5
"94";"Norra Bollstanäs";"Man";"55-64";"Egen företagare";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";10;8;9;7;7;12;12;8;6;9;9;9;8;10;10;8;10;8;9;7;14;12;11;9;10;9;14;8;13;14;9;14;10;13;14;15;14;14;5;9;14;14;6;6;7;8;11;10;7;14;2;3;3;7;1;10;10;10;10;9;2;2;3
"95";"Skälby";"Vill ej uppge";"65+";"Pensionär";"Annan eftergymnasial utbildning";"10 år eller mer";10;8;9;11;11;11;9;11;7;7;8;10;9;10;11;11;8;8;8;11;9;8;10;7;7;10;10;10;11;11;10;11;12;11;14;15;11;11;5;11;11;11;15;7;7;8;12;9;10;11;1;1;1;3;2;4;6;7;7;4;11;8;5
"96";"Vilunda/Korpkulla";"Kvinna";"25-34";"Student";"Inte gått ut grundskola eller motsvarande obligatorisk skola";"0-4 år";10;12;14;11;13;14;14;14;8;6;8;9;6;10;13;8;14;6;11;9;7;7;7;7;7;7;7;7;7;7;7;7;7;7;12;13;7;7;13;7;14;14;6;4;7;14;14;14;14;14;11;9;8;13;14;14;14;14;14;11;4;11;3
"97";"Vilunda/Korpkulla";"Man";"45-54";"Har sjuk- eller aktivitetsersättning";"Annan eftergymnasial utbildning";"10 år eller mer";14;5;9;9;9;11;6;12;10;0;6;8;10;11;14;11;8;11;4;7;6;9;1;4;3;14;2;9;14;14;11;11;14;0;13;4;11;11;4;14;14;14;6;11;0;11;12;11;9;14;11;3;6;11;6;12;14;12;14;6;4;12;9
"98";"Norra Bollstanäs";"Man";"55-64";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";9;6;10;7;7;4;6;6;11;14;6;8;8;6;8;13;6;10;5;10;6;4;8;8;3;10;6;8;13;13;5;5;12;12;11;11;14;11;12;11;12;13;14;4;7;0;2;0;5;14;8;1;2;10;3;14;11;14;13;0;8;6;6
"99";"Norra Bollstanäs";"Kvinna";"65+";"Pensionär";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";11;11;3;11;9;10;10;10;11;11;4;5;8;6;11;6;11;13;8;10;9;8;6;10;11;9;8;11;11;11;8;10;10;11;14;4;11;11;4;11;11;11;2;8;8;9;9;10;11;11;7;9;9;8;11;8;11;11;11;8;10;8;6
"100";"Kavallerigatan/Vilundaparken";"Kvinna";"55-64";"Har sjuk- eller aktivitetsersättning";"Högskola/universitet";"5-9 år";9;10;10;9;10;9;9;9;7;9;8;4;4;8;10;9;9;5;9;9;9;6;8;10;7;6;9;9;9;9;13;9;13;8;13;5;13;11;12;7;13;14;4;6;6;7;7;7;7;7;9;0;6;11;8;9;14;10;14;5;12;11;8
"101";"Vilunda/Korpkulla";"Kvinna";"65+";"Pensionär";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;12;13;7;7;13;7;7;7;13;7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;8;8;8
"102";"Södra Prästgårdsmarken";"Man";"25-34";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";5;5;10;9;7;4;9;10;0;12;1;0;3;2;9;9;9;2;0;12;0;8;4;6;0;7;7;7;7;7;10;9;10;4;9;11;13;12;2;14;10;5;12;0;7;0;0;0;0;10;0;0;0;0;0;14;7;12;0;0;2;2;8
"103";"Runby Backar/Lövsta";"Man";"45-54";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"0-4 år";8;8;8;8;8;9;8;8;6;8;8;9;9;10;9;9;9;6;8;10;10;10;10;10;10;8;8;8;8;8;9;8;9;8;14;14;8;8;14;8;9;10;15;6;8;8;9;9;10;10;4;5;4;6;7;3;3;3;5;7;5;6;11
"104";"Runby";"Kvinna";"35-44";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";13;10;2;10;8;11;11;7;7;3;7;2;9;5;10;10;10;7;7;10;10;7;9;8;7;14;7;14;11;11;14;14;14;14;6;7;11;12;13;7;14;14;6;7;7;9;9;10;10;14;13;9;7;12;8;14;14;14;14;11;4;4;8
"105";"Frestaby";"Kvinna";"15-24";"Student";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";14;0;12;14;12;14;14;14;7;10;10;7;10;14;14;7;9;14;10;8;14;14;13;12;11;14;14;13;11;9;12;14;14;14;6;4;12;14;15;6;12;14;5;7;7;13;5;10;14;7;6;12;5;8;9;13;11;14;14;7;7;5;6
"106";"Runby";"Kvinna";"45-54";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";14;10;7;11;9;10;12;5;8;6;9;10;7;8;11;8;9;11;10;11;9;7;7;11;13;11;9;10;12;8;9;8;10;11;4;4;12;10;14;7;11;10;15;6;7;9;12;10;11;8;11;6;11;8;10;13;13;13;14;4;4;7;10
"107";"Södra Bollstanäs";"Kvinna";"65+";"Pensionär";"Grundskola eller motsvarande obligatorisk skola";"10 år eller mer";7;6;13;13;6;11;11;7;7;7;6;3;4;6;13;5;6;10;9;11;10;11;10;10;10;11;11;11;11;11;12;12;12;12;4;5;12;12;5;12;13;12;4;11;5;10;10;10;10;10;5;11;5;4;7;13;13;13;13;7;10;7;10
"108";"Vilunda/Korpkulla";"Kvinna";"15-24";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"0-4 år";12;8;12;12;7;12;12;7;12;7;13;7;7;7;7;6;14;11;6;14;7;7;7;7;7;14;7;14;14;11;10;10;13;10;2;7;14;11;7;7;13;11;6;7;10;10;5;10;14;10;0;0;0;0;0;0;0;0;0;0;8;5;12
"109";"Holmen";"Man";"55-64";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";6;8;6;9;7;8;8;8;10;4;8;8;8;6;7;7;7;7;7;7;7;7;7;7;7;9;9;9;9;9;8;8;8;8;13;14;9;8;13;7;9;8;14;9;6;7;7;7;7;7;1;4;1;2;2;1;1;1;2;0;4;7;9
"110";"Runby Backar/Lövsta";"Man";"65+";"Pensionär";"Inte gått ut grundskola eller motsvarande obligatorisk skola";"10 år eller mer";11;3;3;10;10;11;10;3;9;3;3;11;10;3;10;3;11;11;10;10;11;11;11;4;4;11;11;11;11;11;7;11;9;9;3;4;11;11;4;11;11;11;13;10;7;7;10;7;11;11;5;9;5;10;9;9;11;12;11;6;12;5;5
"111";"Prästgårdsmarken";"Kvinna";"25-34";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"5-9 år";11;8;5;8;7;9;9;7;7;7;6;8;9;9;8;6;8;9;7;7;7;7;7;7;7;8;8;10;10;10;10;9;10;11;13;14;10;9;14;9;8;10;13;7;7;7;7;7;7;7;2;1;1;3;1;2;2;2;2;0;8;11;9
"112";"Runby";"Man";"25-34";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";14;8;0;8;9;12;9;9;7;7;8;6;8;7;7;6;14;6;14;10;9;5;10;6;12;12;0;10;14;14;14;14;14;14;6;7;14;14;7;14;14;14;6;0;7;8;3;12;5;14;9;7;11;9;8;14;12;13;10;6;4;4;3
"113";"Messingen/Optimus";"Man";"55-64";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";9;10;5;11;4;6;12;5;9;3;5;8;9;10;8;10;8;6;5;6;9;11;0;10;8;9;8;9;10;11;6;8;5;5;10;12;9;10;14;6;8;8;12;6;8;9;6;8;8;11;2;4;3;4;1;2;1;1;1;4;5;6;6
"114";"Smedby 2";"Kvinna";"15-24";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";10;11;14;12;8;13;14;10;5;10;9;10;8;8;14;12;13;8;8;14;9;6;8;7;7;14;9;14;14;12;8;13;10;13;4;4;14;14;15;14;11;10;6;11;14;8;12;11;11;14;5;14;2;1;4;13;7;13;12;11;3;7;2
"115";"Södra Bollstanäs";"Kvinna";"65+";"Pensionär";"Annan eftergymnasial utbildning";"10 år eller mer";12;11;10;11;9;14;14;7;7;7;7;7;7;7;7;12;14;7;7;7;12;4;12;8;12;14;10;14;14;14;7;7;7;7;12;7;14;14;14;14;14;14;13;7;7;14;14;13;13;12;3;14;6;13;14;14;14;14;11;14;12;8;12
"116";"Smedby 2";"Man";"15-24";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;12;13;7;7;13;7;7;7;13;7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;8;8;8
"117";"Antuna/Älvsunda";"Man";"45-54";"Egen företagare";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";5;8;11;6;7;5;6;8;7;13;9;10;8;7;6;11;6;3;10;7;1;11;2;8;4;6;8;6;8;7;3;4;5;6;12;12;8;9;4;8;8;6;14;5;11;8;4;5;6;7;8;4;5;5;3;6;4;2;4;7;2;2;2
"118";"Vilunda/Korpkulla";"Man";"15-24";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";0;14;14;14;0;14;14;2;2;14;14;9;9;14;14;8;8;6;10;12;14;14;14;9;0;11;3;9;9;14;0;14;0;14;10;14;14;14;14;8;14;14;6;0;14;3;3;3;3;3;5;3;3;4;4;14;14;14;14;2;2;2;2
"119";"Södra Bollstanäs";"Man";"35-44";"Förvärvsarbetande (anställd)";"Annan eftergymnasial utbildning";"10 år eller mer";14;12;13;11;14;13;14;9;12;2;14;0;13;8;12;6;13;10;8;14;9;11;6;10;14;11;9;12;14;14;11;12;8;13;6;7;13;11;5;10;6;8;6;5;10;11;8;12;13;14;9;5;6;8;7;12;11;13;10;14;4;12;12
"120";"Folkparksområdet";"Man";"35-44";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";4;8;11;7;7;8;8;9;0;14;6;8;8;14;7;10;10;10;14;8;6;8;7;7;7;7;7;7;7;7;7;7;7;7;12;12;7;7;13;7;8;10;12;7;7;7;7;7;7;7;1;0;0;0;0;0;0;0;0;0;2;2;2
"121";"Vilunda/Korpkulla";"Man";"65+";"Pensionär";"Grundskola eller motsvarande obligatorisk skola";"10 år eller mer";9;6;4;8;9;4;8;6;6;5;5;4;6;9;10;5;5;9;10;7;9;6;10;8;11;10;9;11;8;12;11;10;12;13;6;3;12;13;4;10;13;14;4;11;5;12;11;10;13;14;4;7;5;10;6;12;13;13;13;7;12;5;3
"122";"Södra Bollstanäs";"Man";"45-54";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";6;7;11;8;6;9;9;10;3;9;8;8;6;8;6;8;8;5;8;10;8;8;8;5;6;6;8;8;11;11;8;6;6;8;3;4;10;6;14;10;7;7;13;4;10;9;6;9;8;9;1;2;1;3;2;12;6;12;6;9;6;6;7
"123";"Sigma/Apoteksskogen";"Man";"15-24";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";14;14;10;10;14;8;8;11;8;5;6;9;9;10;8;13;13;9;9;14;14;14;14;14;14;13;6;11;14;14;11;14;9;14;12;14;12;14;7;14;14;10;3;6;14;13;14;14;14;14;13;7;12;10;14;11;9;14;9;8;12;4;2
"124";"Runby Backar/Lövsta";"Kvinna";"25-34";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";11;10;13;14;14;13;14;12;7;0;7;10;7;12;14;14;13;14;11;7;14;9;13;7;14;9;12;14;13;13;13;14;13;14;3;7;8;14;7;11;14;13;6;14;12;14;14;14;14;14;6;7;8;8;9;10;10;13;11;14;4;11;11
"125";"Vilunda/Korpkulla";"Man";"15-24";"Förvärvsarbetande (anställd)";"Annan eftergymnasial utbildning";"10 år eller mer";14;7;3;0;0;14;12;5;7;0;3;0;7;12;14;10;14;14;7;14;11;10;7;13;14;14;0;7;14;12;14;14;10;10;12;13;14;12;7;7;7;13;3;7;14;7;12;14;14;14;5;8;12;11;6;10;9;13;14;7;10;6;5
"126";"Vilunda/Korpkulla";"Man";"45-54";"Förvärvsarbetande (anställd)";"Grundskola eller motsvarande obligatorisk skola";"10 år eller mer";14;7;5;8;9;9;9;9;4;4;8;4;8;8;10;8;6;8;8;8;11;11;8;8;7;8;9;9;14;14;14;14;14;14;6;7;14;14;7;14;14;14;6;6;6;10;14;14;8;14;5;2;5;10;9;12;14;14;14;2;4;12;10
"127";"Vilunda/Korpkulla";"Man";"65+";"Pensionär";"Högskola/universitet";"10 år eller mer";10;6;10;10;10;10;10;8;8;10;5;5;12;12;12;10;6;12;12;13;11;8;10;6;7;9;7;8;11;11;8;9;10;8;3;4;10;10;13;7;10;10;2;10;5;11;9;9;11;9;8;10;8;11;8;12;12;12;12;7;6;6;3
"128";"Vilunda/Korpkulla";"Kvinna";"35-44";"Övrigt";"Gymnasium, folkhögskola eller motsvarande";"0-4 år";11;7;10;9;6;10;10;5;8;8;6;8;3;7;11;9;6;5;4;6;9;8;4;4;5;9;6;7;11;11;7;7;10;10;13;14;11;10;15;7;10;5;3;4;9;5;9;4;8;10;9;3;5;7;5;12;9;12;12;3;11;7;3
"129";"Vilunda/Korpkulla";"Man";"25-34";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";14;14;0;14;14;8;14;12;8;0;5;8;8;8;6;8;8;8;8;14;14;14;14;8;14;14;8;14;14;14;14;14;14;14;6;7;14;14;14;0;8;0;15;12;12;14;14;14;14;14;12;1;2;3;4;14;14;14;5;14;4;4;2
"130";"Sigma/Apoteksskogen";"Kvinna";"35-44";"Student";"Högskola/universitet";"5-9 år";7;8;11;7;7;7;7;7;7;7;8;8;8;8;11;11;8;8;8;8;11;7;7;7;7;8;8;11;7;7;9;11;8;7;12;14;9;11;13;7;8;8;3;7;7;8;8;8;8;11;4;5;5;5;4;8;7;7;12;11;11;7;10
"131";"Runby";"Kvinna";"55-64";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";14;9;14;8;14;14;14;10;7;9;3;4;10;14;14;14;14;7;14;7;14;13;13;5;13;13;7;10;14;14;8;14;9;14;6;7;14;14;7;14;14;14;12;0;7;14;14;14;14;14;6;7;7;9;10;14;14;14;13;14;4;4;4
"132";"Runby";"Man";"45-54";"Förvärvsarbetande (anställd)";"Annan eftergymnasial utbildning";"10 år eller mer";7;8;8;8;9;8;8;8;5;8;6;6;8;6;9;9;9;6;6;9;9;9;9;7;8;8;6;8;11;11;7;11;9;14;2;14;9;12;15;13;8;10;2;10;8;8;9;6;10;11;1;5;2;6;6;8;5;8;8;2;6;7;10
"133";"Södra Bollstanäs";"Man";"45-54";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";10;10;10;10;10;7;7;7;7;11;7;7;7;7;7;10;6;8;6;10;11;8;8;8;11;9;5;10;12;12;4;12;6;10;14;12;11;11;4;6;14;6;12;6;6;6;8;8;8;8;4;1;1;11;5;13;13;14;14;5;12;12;5
"134";"Vilunda/Korpkulla";"Man";"25-34";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";14;9;6;14;10;0;10;14;5;13;8;0;3;3;14;11;11;14;14;14;14;14;14;11;3;14;4;14;14;14;14;14;14;9;6;7;14;14;8;2;14;14;6;7;0;14;14;14;14;14;14;6;5;7;8;13;10;12;11;9;11;4;2
"135";"Carlslund/Brunnby Park";"Kvinna";"15-24";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";7;7;7;7;7;9;7;7;7;7;4;9;4;8;8;7;11;9;9;7;8;8;8;8;8;4;10;10;10;10;10;9;11;8;3;15;10;10;14;9;14;8;3;5;6;8;12;11;10;13;8;3;6;10;5;11;11;11;10;7;4;2;2
"136";"Dragonvägen";"Kvinna";"45-54";"Förvärvsarbetande (anställd)";"Högskola/universitet";"0-4 år";2;11;14;12;7;14;14;7;6;14;9;11;14;14;12;13;8;13;8;7;12;6;9;8;5;8;9;10;13;11;10;11;12;10;12;12;14;10;4;8;14;14;14;12;8;11;6;11;13;9;6;14;7;13;4;8;8;8;10;11;3;3;3
"137";"Vilunda/Korpkulla";"Man";"25-34";"Förvärvsarbetande (anställd)";"Högskola/universitet";"5-9 år";14;12;0;8;10;12;7;10;0;2;0;9;14;14;14;8;8;9;10;1;14;0;14;2;5;11;12;14;14;14;8;9;10;11;6;14;14;9;12;7;14;13;15;12;8;12;13;14;11;14;13;2;3;4;1;11;10;12;9;14;4;8;2
"138";"Carlslund/Brunnby Park";"Kvinna";"55-64";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";8;8;8;9;7;8;8;5;4;8;6;6;6;8;7;8;8;4;8;7;8;5;6;9;8;8;4;6;9;7;6;8;8;8;2;3;8;8;12;7;9;8;14;6;5;8;9;8;5;7;3;1;1;2;1;1;1;3;3;2;7;8;9
"139";"Odenslunda";"Kvinna";"45-54";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";14;13;9;14;7;12;12;12;5;5;9;3;6;3;12;4;9;9;4;14;14;8;8;8;14;9;9;9;13;10;9;9;14;10;6;3;14;14;4;7;11;7;13;7;7;10;10;8;8;12;7;7;3;8;8;10;14;14;10;9;4;9;10
