"Serial";"SID";"Time";"Draft";"IP.Address";"UID";"Username";"X1a..Bevara.existerande.större.grönområden";"X1b..Anlägga.parker.i.existerande.stadsdelar";"X1c..Bygga.bostäder.nära.grönområden";"X1d..Rusta.upp.befintliga.parker";"X1e..Skapa.bättre.tillgänglighet.till.större.grönområden";"X2a..Erbjuda.fler.bostadstyper";"X2b..Erbjuda.fler.lägenhetsstorlekar";"X2c..Erbjuda.småskaligt.markägande";"X2d..Bevara.de.idémässiga.grunderna.för.bebyggelsen.från.1970.talet";"X2e..Erbjuda.fler.bostäder.nära.vatten";"X3a..Blanda.trafikslagen";"X3b..Förlägga.parkering.längs.med.gator";"X3c..Vända.entréer.mot.gator";"X3d..Förlägga.publika.lokaler.i.transparenta.bottenvåningar";"X3e..Trygga.parkeringslösningar.under.bostäder";"X4a..Koppla.ihop.nya.gator.med.befintliga.för.att.stärka.kopplingen.till.intilliggande.stadsdelar.och.minska.barriärerna.som.de.stora.vägarna.utgör.";"X4b..Förbättra.kommunikationerna.nattetid.mellan.olika.delar.av.kommunen";"X4c..Förbättra.kommunikationerna.till.och.från.Uppsala";"X4d..Förbättra.de.nord.sydliga.och.öst.västliga.stråken.via.ett.finmaskigare.och.väl.integrerat.stadsnät.";"X4e..Förbättra.kommunikationerna.till.och.från.Stockholms.innerstad";"X5a..Utöka.utbudet.av.kultur..sport..och.fritidsaktiviteter";"X5b..Skapa.bättre.möjligheter.för.festivaler.och.konserter";"X5c..Skapa.fler.förutsättningar.för.utomhussporter";"X5d..Skapa.marknadsplatser.utomhus";"X5e..Erbjuda.kommunala.bidrag.för.kultur..och.fritidsprojekt";"X6a..Rusta.upp.äldre.skolor";"X6b..Bygg.nya.skolor";"X6c..Förbättra.skolgårdarnas.fysiska.miljöer";"X6d..Höj.kvaliteten.i.grundskolan";"X6e..Höj.kvaliteten.på.gymnasieutbildningarna";"X7a..Fler.kultur..och.fritidsaktiviteter.för.äldre";"X7b..Fler.kultur..och.fritidsaktiviteter.för.barn.och.ungdomar";"X7c..Förbättra.äldreomsorgen.i.kommunen";"X7d..Fler.ungdomsgårdar.och.fältassistenter";"X7e..Minska.barngrupperna.i.förskolan";"X8a..Mindre.barngrupper.i.förskolan";"X8b..Höj.kvaliteten.i.undervisningen";"X8c..Mer.kompetensutveckling.för.skolor.och.lärare";"X8d..Mer.modern.informationsteknologi..IT..i.undervisningen";"X8e..Involvera.vårdnadshavare.mer.i.skolan";"X9a..Öka.tryggheten.kring.stationsområdet";"X9b..Fler.poliser.i.centrala.Väsby";"X9c..Förbättra.belysningen.i.centrala.Väsby";"X9d..Begränsa.öppettider.för.alkoholutskänkning.i.centrala.Väsby";"X9e..Förläng.öppettider.för.affärsverksamhet.i.centrala.Väsby";"X10a..Minska.förbrukningen.av.energi";"X10b..Minska.transporter.och.buller";"X10c..Öka.klimatanpassning.och.kretsloppstänkande";"X10d..Prioritera.miljövänliga.transportsätt..gång..cykel..kollektivtrafik.";"X10e..Minska.miljögifter.och.farliga.kemikalier.i.naturen";"X1..Parker.och.grönområden";"X2..Mångfald.i.bostadsutbudet";"X3..Levandegöra.gemensamma.platser";"X4..Kommunikationer";"X5..Kultur.och.fritid";"X6..Utbildning";"X7..Omsorg";"X8..Skolan";"X9..Trygghet";"X10..Ekologisk.hållbarhet";"X12a..Bygga.bostäder.nära.vatten";"X12b..Bevara.natur.och.strandlinjer.intakta";"X13a..Förtäta.centrum.och.öka.servicen";"X13b..Bevara.grönområden.intakta";"X14a..Utveckla.centrala.Upplands.Väsby";"X14b..Satsa.på.mindre.tätorter.i.kommunen";"Var.bor.du.";"Vilken.är.din.högsta.utbildningsnivå.";"Vilken.är.din.huvudsakliga.sysselsättning.";"Hur.länge.har.du.bott.i.Upplands.Väsby.";"Hur.gammal.är.du.";"Vilket.kön.har.du."
46;133;"01/13/2015 - 16:15";0;0;0;NA;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;"7";"7";7;7;"7";7;7;7;"7";7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;"5";NA;"5";NA;"5";NA;"Frestaby";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Man"
47;134;"01/13/2015 - 16:22";0;0;0;NA;10;10;4;10;7;8;6;6;9;5;5;8;7;8;8;8;9;7;9;8;8;6;9;7;7;9;8;10;9;9;8;8;9;9;"8";"8";8;8;"7";5;8;7;"7";7;7;9;7;9;10;11;6;0;0;0;0;0;0;0;0;0;"7";NA;"4";NA;"3";NA;"Njursta";"Gymnasium, folkhögskola eller motsvarande";"Pensionär";"10 år eller mer";"65+";"Man"
48;135;"01/13/2015 - 16:22";0;0;0;NA;10;10;10;7;7;14;14;14;6;8;5;14;10;10;14;14;14;14;14;14;14;8;14;3;14;10;14;14;14;14;7;14;7;14;"7";"7";14;10;"10";14;14;14;"7";7;14;9;9;9;6;12;6;10;7;13;12;9;8;11;14;5;"4";NA;"5";NA;"5";NA;"Smedby 2";"Högskola/universitet";"Förvärvsarbetande (anställd)";"5-9 år";"35-44";"Man"
49;136;"01/13/2015 - 16:23";0;0;0;NA;6;7;8;9;9;8;8;9;6;9;8;7;8;9;10;8;8;7;9;10;7;9;8;7;8;7;7;7;8;9;6;6;7;8;"7";"7";7;7;"7";7;7;6;"8";9;7;8;9;10;11;7;4;5;3;10;6;9;8;9;10;7;"4";NA;"4";NA;"4";NA;"Smedby 3";"Annan eftergymnasial utbildning";"Egen företagare";"10 år eller mer";"65+";"Man"
50;137;"01/13/2015 - 16:24";0;0;0;NA;14;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;7;7;7;7;7;7;7;7;7;14;7;7;7;7;7;7;7;7;"7";"7";7;7;"7";7;7;7;"7";7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;"10";NA;"10";NA;"5";NA;"Runby";"Högskola/universitet";"Student";"10 år eller mer";"15-24";"Man"
51;138;"01/13/2015 - 16:24";0;0;0;NA;6;8;8;9;7;6;8;8;6;11;8;6;9;6;10;11;6;9;11;9;6;4;9;8;3;5;9;8;8;8;8;8;9;8;"7";"6";8;8;"8";11;8;8;"8";6;7;8;8;6;6;7;7;4;7;5;2;8;8;8;10;5;"0";NA;"2";NA;"7";NA;"Brunnby-Vik";"Högskola/universitet";"Egen företagare";"10 år eller mer";"45-54";"Vill ej uppge"
52;139;"01/13/2015 - 16:25";0;0;0;NA;7;9;4;9;9;14;11;10;2;3;5;8;8;10;14;12;10;12;11;14;14;9;14;5;14;11;11;14;14;14;8;14;8;11;"8";"8";14;11;"8";8;10;5;"13";0;13;10;10;10;14;10;12;13;5;12;14;14;9;11;7;5;"10";NA;"0";NA;"0";NA;"Vilunda/Korpkulla";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"25-34";"Man"
53;140;"01/13/2015 - 16:31";0;0;0;NA;10;10;10;10;12;8;9;10;10;6;10;10;9;10;7;9;9;6;10;7;8;10;8;8;9;10;8;10;10;10;8;8;11;8;"8";"9";10;10;"8";10;8;10;"8";10;6;11;12;10;11;11;6;5;6;9;7;8;8;8;10;5;"7";NA;"7";NA;"7";NA;"Brunnby-Vik";"Gymnasium, folkhögskola eller motsvarande";"Pensionär";"10 år eller mer";"65+";"Man"
54;141;"01/13/2015 - 16:35";0;0;0;NA;10;9;8;13;7;12;8;8;2;5;1;11;11;5;12;13;12;12;8;9;13;4;8;6;9;14;14;14;14;14;10;10;8;8;"8";"8";13;6;"8";5;10;8;"11";8;9;10;8;8;6;13;7;1;7;2;8;8;8;8;6;3;"8";NA;"2";NA;"1";NA;"Dragonvägen";"Gymnasium, folkhögskola eller motsvarande";"Pensionär";"10 år eller mer";"65+";"Man"
55;142;"01/13/2015 - 16:37";0;0;0;NA;5;8;13;9;14;14;11;13;6;8;5;6;11;12;13;14;9;1;4;13;8;1;7;3;2;11;6;14;14;14;3;10;5;6;"7";"8";12;13;"9";10;13;12;"8";2;7;6;5;4;9;11;7;8;4;9;3;12;2;13;11;1;"1";NA;"4";NA;"8";NA;"Sjukyrkoberget";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Man"
56;143;"01/13/2015 - 16:37";0;0;0;NA;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;"7";"7";7;7;"7";7;7;7;"7";7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;"5";NA;"5";NA;"5";NA;"Dragonvägen";"Högskola/universitet";"Egen företagare";"10 år eller mer";"25-34";"Man"
57;144;"01/13/2015 - 16:40";0;0;0;NA;6;8;6;10;10;8;9;8;5;5;8;10;11;10;10;9;8;6;8;7;8;6;5;10;7;8;9;5;11;10;12;9;14;8;"10";"8";10;12;"0";9;12;11;"8";0;14;8;10;8;5;8;1;10;1;2;1;7;8;7;14;1;"8";NA;"0";NA;"0";NA;"Stallgatan";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"25-34";"Man"
58;145;"01/13/2015 - 16:42";0;0;0;NA;0;3;11;7;7;12;8;7;2;5;7;7;7;7;7;5;14;8;7;14;7;0;2;0;0;6;6;3;14;10;5;9;12;7;"7";"7";14;7;"9";7;9;14;"8";3;8;6;3;5;10;7;0;6;0;14;1;14;14;14;14;3;"0";NA;"0";NA;"4";NA;"Odenslunda";"Högskola/universitet";"Student";"5-9 år";"15-24";"Man"
59;146;"01/13/2015 - 16:57";0;0;0;NA;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;"7";"7";7;7;"7";7;7;7;"7";7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;"5";NA;"5";NA;"5";NA;"Brunnby-Vik";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"55-64";"Man"
60;147;"01/13/2015 - 16:57";0;0;0;NA;11;7;7;7;7;11;8;8;6;7;5;8;8;8;11;8;8;8;11;7;10;8;9;8;10;9;10;10;11;7;9;9;11;9;"11";"11";10;10;"8";9;11;11;"10";10;4;10;10;10;10;10;6;7;7;7;7;7;8;7;7;7;"8";NA;"3";NA;"7";NA;"Södra Bollstanäs";"Grundskola eller motsvarande obligatorisk skola";"Förvärvsarbetande (anställd)";"10 år eller mer";"55-64";"Man"
61;148;"01/13/2015 - 16:58";0;0;0;NA;11;9;5;7;7;11;10;3;7;7;8;9;3;10;7;10;10;7;7;7;6;11;8;6;7;11;5;11;10;9;10;6;10;10;"9";"11";9;8;"6";7;11;10;"9";6;7;11;12;9;6;7;3;6;5;3;4;7;8;10;10;4;"8";NA;"6";NA;"3";NA;"Ekebo";"Gymnasium, folkhögskola eller motsvarande";"Arbetssökande eller i arbetsmarknadspolitisk åtgärd";"10 år eller mer";"45-54";"Kvinna"
62;149;"01/13/2015 - 17:01";0;0;0;NA;14;8;5;13;11;14;13;7;6;3;7;2;6;7;14;7;14;9;7;10;14;6;9;8;10;11;8;12;14;13;8;8;13;12;"14";"14";13;9;"8";5;13;13;"13";9;14;14;8;13;9;14;8;6;7;5;9;12;11;10;13;14;"10";NA;"8";NA;"3";NA;"Vilunda/Korpkulla";"Gymnasium, folkhögskola eller motsvarande";"Student";"10 år eller mer";"15-24";"Kvinna"
63;150;"01/13/2015 - 17:04";0;0;0;NA;6;6;9;9;6;9;8;5;8;9;8;8;6;8;11;8;5;5;8;9;8;6;8;7;7;5;9;8;9;10;8;8;8;7;"7";"6";9;8;"7";7;10;10;"7";7;7;7;7;7;7;7;2;2;2;4;2;4;4;4;3;0;"2";NA;"4";NA;"5";NA;"Brunnby-Vik";"Gymnasium, folkhögskola eller motsvarande";"Pensionär";"10 år eller mer";"65+";"Man"
64;151;"01/13/2015 - 17:09";0;0;0;NA;11;7;3;11;11;11;11;3;3;3;3;3;3;11;11;5;11;11;6;8;10;5;6;10;10;6;9;10;11;11;11;11;11;11;"11";"11";11;11;"9";11;11;11;"9";11;3;12;12;12;12;12;9;11;11;12;10;12;12;12;12;12;"10";NA;"10";NA;"1";NA;"Hasselbacken";"Annan eftergymnasial utbildning";"Pensionär";"10 år eller mer";"65+";"Man"
65;152;"01/13/2015 - 17:11";0;0;0;NA;6;6;13;8;7;12;9;14;0;14;10;4;8;8;11;9;11;11;11;13;14;9;14;8;11;14;7;14;14;14;8;10;10;11;"14";"14";14;14;"14";11;14;14;"14";14;10;14;14;13;13;14;1;9;2;8;2;14;12;14;14;6;"0";NA;"2";NA;"2";NA;"Runby";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"35-44";"Man"
66;153;"01/13/2015 - 17:11";0;0;0;NA;14;7;3;5;4;8;7;3;14;3;7;7;7;7;7;3;5;10;5;10;12;4;14;5;7;10;0;7;14;14;0;8;8;6;"14";"14";14;14;"2";4;7;7;"7";14;0;14;14;14;14;14;2;2;2;7;11;13;10;14;1;14;"10";NA;"10";NA;"2";NA;"Prästgårdsmarken";"Högskola/universitet";"Övrigt";"10 år eller mer";"65+";"Man"
67;154;"01/13/2015 - 17:13";0;0;0;NA;12;8;10;12;10;12;9;8;6;4;8;8;9;7;7;8;12;8;9;12;9;9;8;9;10;8;8;8;8;11;6;11;6;12;"9";"11";12;10;"8";10;8;6;"10";1;9;6;10;8;11;9;3;6;4;7;5;6;5;7;5;4;"8";NA;"3";NA;"3";NA;"Hasselgatan";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"25-34";"Man"
68;155;"01/13/2015 - 17:13";0;0;0;NA;14;11;4;9;7;10;10;8;8;0;9;9;9;9;10;8;13;10;12;9;14;10;14;8;14;12;6;10;14;14;14;14;14;14;"14";"12";14;14;"10";5;11;12;"12";6;9;14;12;8;13;10;12;3;6;8;14;14;14;14;10;2;"10";NA;"10";NA;"2";NA;"Brunnby-Vik";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Man"
69;156;"01/13/2015 - 17:14";0;0;0;NA;11;11;9;10;11;11;10;9;9;4;9;8;10;11;11;10;9;9;10;10;7;7;7;7;7;11;9;11;11;11;8;8;10;9;"11";"11";11;10;"10";10;9;9;"9";9;7;11;11;11;11;11;2;2;2;2;2;5;5;5;4;4;"10";NA;"5";NA;"4";NA;"Runby";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"55-64";"Kvinna"
70;157;"01/13/2015 - 17:16";0;0;0;NA;11;11;3;11;7;11;11;7;11;7;9;11;5;11;11;11;11;11;11;7;11;5;11;6;11;11;11;11;11;11;8;11;11;11;"11";"11";11;11;"8";11;9;11;"11";8;3;8;11;8;8;11;0;0;0;0;0;0;0;0;0;0;"10";NA;"10";NA;"10";NA;"Norra Bollstanäs";"Annan eftergymnasial utbildning";"Pensionär";"10 år eller mer";"65+";"Man"
71;158;"01/13/2015 - 17:16";0;0;0;NA;14;3;0;14;0;0;0;10;7;5;6;14;3;1;12;9;0;0;11;10;0;11;1;13;0;11;2;4;14;12;11;2;12;9;"3";"3";10;8;"8";14;11;14;"0";0;14;12;9;0;0;11;0;0;0;0;0;0;0;0;0;0;"6";NA;"6";NA;"6";NA;"Runby Backar/Lövsta";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"35-44";"Man"
72;159;"01/13/2015 - 17:25";0;0;0;NA;10;9;9;11;9;10;10;10;9;8;10;11;10;10;10;10;11;10;10;9;11;11;10;10;10;12;10;11;11;11;10;10;10;11;"10";"10";11;11;"10";11;11;11;"11";9;10;10;10;10;10;10;2;1;1;1;3;3;3;3;3;3;"7";NA;"5";NA;"4";NA;"Prästgårdsmarken";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Kvinna"
73;160;"01/13/2015 - 17:26";0;0;0;NA;2;14;14;14;14;14;14;7;0;14;14;10;7;7;14;14;14;3;14;14;14;14;14;3;3;0;14;14;14;14;8;14;8;14;"8";"8";14;14;"10";10;14;7;"14";4;14;14;6;9;11;12;1;9;2;11;3;14;12;14;14;7;"0";NA;"0";NA;"10";NA;"Sigma/Apoteksskogen";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Man"
74;161;"01/13/2015 - 17:27";0;0;0;NA;7;6;9;8;5;3;10;6;5;8;8;8;6;8;8;8;8;6;5;10;9;5;9;3;8;5;10;9;10;10;8;6;8;9;"6";"8";9;10;"9";6;9;8;"8";6;6;8;6;8;11;5;5;6;6;12;8;10;8;8;11;6;"1";NA;"0";NA;"0";NA;"Odenslunda";"Högskola/universitet";"Student";"10 år eller mer";"15-24";"Kvinna"
75;162;"01/13/2015 - 17:30";0;0;0;NA;13;12;5;10;6;9;11;7;6;3;11;11;11;11;11;9;6;12;8;7;4;4;4;4;3;5;7;6;11;11;7;7;11;7;"7";"8";8;8;"8";2;7;7;"7";12;6;12;10;11;9;12;0;0;0;0;0;0;0;0;0;0;"10";NA;"5";NA;"0";NA;"Hasselgatan";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"55-64";"Kvinna"
76;163;"01/13/2015 - 17:30";0;0;0;NA;7;4;11;11;11;10;4;9;3;11;4;5;4;11;11;9;11;5;9;11;10;8;11;10;10;10;5;11;11;9;9;11;9;11;"11";"11";11;11;"11";7;11;11;"10";6;6;9;9;9;11;11;8;11;8;9;9;12;12;12;13;9;"3";NA;"3";NA;"3";NA;"Södra Bollstanäs";"Annan eftergymnasial utbildning";"Tjänstledig eller föräldraledig";"10 år eller mer";"45-54";"Kvinna"
77;164;"01/13/2015 - 17:30";0;0;0;NA;10;7;4;11;11;11;10;10;9;3;3;10;3;10;3;10;8;3;10;6;9;8;4;9;11;11;9;11;9;10;9;9;11;9;"11";"11";9;9;"8";10;10;8;"9";4;6;8;8;6;7;7;2;1;1;2;1;2;3;3;2;1;"6";NA;"7";NA;"6";NA;"Runby";"Annan eftergymnasial utbildning";"Pensionär";"10 år eller mer";"65+";"Kvinna"
78;165;"01/13/2015 - 17:31";0;0;0;NA;6;6;9;6;6;6;9;6;4;10;5;9;6;4;9;8;8;5;8;9;8;8;8;8;6;8;8;8;9;9;8;8;9;8;"8";"8";8;6;"9";8;8;8;"8";6;8;8;8;6;8;8;2;3;2;6;4;7;9;8;5;3;"0";NA;"0";NA;"5";NA;"Hasselbacken";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"55-64";"Man"
79;166;"01/13/2015 - 17:31";0;0;0;NA;6;8;14;11;9;14;14;9;3;2;4;10;6;6;10;14;10;6;14;14;14;11;14;6;14;6;14;14;14;14;14;14;14;14;"14";"14";14;14;"14";14;14;6;"8";0;14;14;5;11;10;9;1;14;1;7;9;14;14;14;8;11;"6";NA;"0";NA;"2";NA;"Kavallerigatan/Vilundaparken";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"15-24";"Man"
80;167;"01/13/2015 - 17:32";0;0;0;NA;14;8;0;8;14;14;14;0;0;0;8;8;5;5;12;9;10;10;11;11;10;9;13;4;13;0;14;13;14;13;10;9;11;13;"14";"13";12;13;"14";14;12;14;"14";12;14;8;14;12;14;14;7;12;3;7;11;13;9;14;12;14;"10";NA;"10";NA;"8";NA;"Södra Bollstanäs";"Annan eftergymnasial utbildning";"Förvärvsarbetande (anställd)";"10 år eller mer";"35-44";"Man"
81;168;"01/13/2015 - 17:33";0;0;0;NA;14;10;7;10;11;8;11;5;8;6;5;8;6;9;10;10;9;6;8;9;11;14;10;11;10;13;5;13;14;14;8;11;8;14;"10";"11";14;9;"8";10;14;14;"11";11;9;14;11;14;14;14;8;4;9;10;8;11;10;11;11;14;"10";NA;"2";NA;"3";NA;"Prästgårdsmarken";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Annat/inget kön"
82;169;"01/13/2015 - 17:34";0;0;0;NA;11;7;11;7;7;12;12;7;7;7;11;7;8;6;8;10;10;7;10;7;7;7;7;7;7;9;8;8;10;10;8;11;11;11;"11";"11";12;11;"6";10;10;8;"8";11;6;10;9;11;11;9;1;1;2;9;4;12;13;13;5;8;"7";NA;"5";NA;"5";NA;"Brunnby-Vik";"Högskola/universitet";"Pensionär";"10 år eller mer";"65+";"Kvinna"
83;170;"01/13/2015 - 17:36";0;0;0;NA;12;3;3;4;12;12;4;11;11;3;5;5;10;11;11;4;4;4;11;11;4;4;11;11;11;11;11;11;11;11;11;11;11;4;"4";"12";12;8;"7";7;11;11;"11";3;3;11;12;11;11;11;2;0;0;0;0;0;0;0;0;0;"6";NA;"5";NA;"5";NA;"Odenslunda";"Grundskola eller motsvarande obligatorisk skola";"Pensionär";"10 år eller mer";"65+";"Man"
84;171;"01/13/2015 - 17:37";0;0;0;NA;14;14;14;14;14;14;14;14;14;7;14;14;14;14;14;9;9;9;9;9;14;14;14;14;14;14;14;14;14;14;14;14;14;14;"14";"14";14;14;"14";14;14;14;"14";14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;"5";NA;"5";NA;"5";NA;"Runby";"Grundskola eller motsvarande obligatorisk skola";"Övrigt";"10 år eller mer";"15-24";"Man"
85;172;"01/13/2015 - 17:38";0;0;0;NA;8;8;6;8;5;9;7;8;4;8;7;7;8;7;14;8;7;10;10;10;11;14;5;0;0;9;8;6;12;12;8;7;12;7;"9";"9";10;8;"7";7;8;11;"11";1;10;8;8;6;1;8;3;9;3;4;11;8;8;8;7;2;"4";NA;"4";NA;"5";NA;"Prästgårdsmarken";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"25-34";"Man"
86;173;"01/13/2015 - 17:38";0;0;0;NA;14;0;7;14;7;14;14;7;2;14;6;0;0;14;14;14;14;14;14;7;14;7;14;7;14;14;0;14;14;14;14;14;14;14;"14";"14";14;7;"7";7;14;14;"14";0;7;7;7;14;14;14;8;14;12;14;14;14;10;14;14;6;"2";NA;"5";NA;"5";NA;"Runby Backar/Lövsta";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"15-24";"Man"
87;174;"01/13/2015 - 17:38";0;0;0;NA;2;4;3;10;11;11;8;8;9;5;5;5;5;9;12;9;10;8;11;10;12;8;10;8;13;1;10;9;11;14;10;10;12;13;"14";"10";11;12;"13";12;10;13;"12";3;9;8;9;10;13;14;11;8;11;7;9;13;9;12;9;9;"3";NA;"7";NA;"2";NA;"Njursta";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"5-9 år";"55-64";"Man"
88;175;"01/13/2015 - 17:39";0;0;0;NA;14;8;14;14;8;14;14;7;14;7;3;3;11;11;11;14;14;7;14;7;7;7;7;7;14;14;7;14;14;14;7;14;14;14;"14";"14";14;14;"7";7;14;14;"12";7;7;14;14;14;14;14;4;8;3;9;7;13;14;14;7;14;"5";NA;"5";NA;"0";NA;"Vilunda/Korpkulla";"Högskola/universitet";"Pensionär";"10 år eller mer";"65+";"Kvinna"
89;176;"01/13/2015 - 17:39";0;0;0;NA;9;8;6;8;7;11;11;7;7;7;9;6;4;8;8;8;9;10;7;7;7;12;7;7;7;11;8;8;14;12;12;8;14;7;"13";"14";14;13;"9";8;14;10;"8";8;7;8;8;9;9;14;2;4;1;8;1;10;10;10;14;11;"7";NA;"5";NA;"5";NA;"Brunnby-Vik";"Gymnasium, folkhögskola eller motsvarande";"Student";"10 år eller mer";"15-24";"Kvinna"
90;177;"01/13/2015 - 17:40";0;0;0;NA;14;14;3;14;9;11;11;0;3;0;0;0;5;14;14;7;14;14;10;14;9;9;9;9;9;10;10;12;12;12;8;9;10;9;"9";"8";9;10;"9";6;8;8;"7";7;7;14;14;14;14;14;12;1;1;13;13;13;12;13;12;14;"10";NA;"10";NA;"1";NA;"Prästgårdsmarken";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"55-64";"Man"
91;178;"01/13/2015 - 17:41";0;0;0;NA;4;7;7;7;7;7;7;7;7;7;4;7;7;7;7;4;7;7;7;7;7;7;7;7;7;2;7;7;7;7;3;7;7;7;"7";"3";7;7;"7";7;7;7;"7";7;7;7;7;7;7;7;1;0;0;0;0;0;0;0;0;0;"5";NA;"5";NA;"5";NA;"Fresta glesbygd";"Högskola/universitet";"Pensionär";"10 år eller mer";"65+";"Kvinna"
92;179;"01/13/2015 - 17:41";0;0;0;NA;12;7;3;10;8;13;12;4;9;2;11;10;9;8;4;11;8;13;14;9;10;4;6;2;8;14;3;8;10;6;13;6;14;4;"9";"14";12;11;"3";8;14;14;"14";8;6;5;14;8;13;9;8;10;3;14;2;4;5;1;13;11;"10";NA;"3";NA;"2";NA;"Ekebo";"Annan eftergymnasial utbildning";"Förvärvsarbetande (anställd)";"0-4 år";"25-34";"Kvinna"
93;180;"01/13/2015 - 17:45";0;0;0;NA;14;14;14;14;14;14;14;14;7;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;9;14;9;14;"14";"14";14;14;"14";10;14;14;"14";0;14;7;11;11;14;13;14;14;14;14;14;14;14;14;14;14;"5";NA;"5";NA;"5";NA;"Carlslund/Brunnby Park";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"5-9 år";"25-34";"Man"
94;181;"01/13/2015 - 17:45";0;0;0;NA;14;4;4;10;7;10;8;8;8;5;3;4;6;6;12;7;7;7;7;7;7;7;7;7;7;11;8;11;11;11;9;9;7;9;"14";"14";12;12;"8";8;9;8;"10";8;5;11;11;11;11;11;1;1;1;3;1;9;7;9;1;5;"10";NA;"5";NA;"2";NA;"Sjukyrkoberget";"Högskola/universitet";"Pensionär";"10 år eller mer";"65+";"Kvinna"
95;182;"01/13/2015 - 17:45";0;0;0;NA;10;8;9;7;7;12;12;8;6;9;9;9;8;10;10;8;10;8;9;7;14;12;11;9;10;9;14;8;13;14;9;14;10;13;"9";"9";14;14;"12";9;14;14;"14";6;7;8;11;10;7;14;2;3;3;7;1;10;10;10;10;9;"0";NA;"0";NA;"1";NA;"Norra Bollstanäs";"Gymnasium, folkhögskola eller motsvarande";"Egen företagare";"10 år eller mer";"55-64";"Man"
96;183;"01/13/2015 - 17:48";0;0;0;NA;10;8;9;11;11;11;9;11;7;7;8;10;9;10;11;11;8;8;8;11;9;8;10;7;7;10;10;10;11;11;10;11;12;11;"9";"9";11;11;"12";11;11;11;"9";7;7;8;12;9;10;11;1;1;1;3;2;4;6;7;7;4;"8";NA;"5";NA;"2";NA;"Skälby";"Annan eftergymnasial utbildning";"Pensionär";"10 år eller mer";"65+";"Vill ej uppge"
97;184;"01/13/2015 - 17:48";0;0;0;NA;10;12;14;11;13;14;14;14;8;6;8;9;6;10;13;8;14;6;11;9;7;7;7;7;7;7;7;7;7;7;7;7;7;7;"7";"7";7;7;"7";7;14;14;"14";4;7;14;14;14;14;14;11;9;8;13;14;14;14;14;14;11;"10";NA;"8";NA;"1";NA;"Vilunda/Korpkulla";"Inte gått ut grundskola eller motsvarande obligatorisk skola";"Student";"0-4 år";"25-34";"Kvinna"
